,PGCname,T,category_label,category_label_name
1575,PGC0034612,1,2,spiral
1576,PGC0034613,6,2,spiral
1577,PGC0034623,3,2,spiral
1578,PGC0034641,-1,1,lenticular
1579,PGC0034652,-3,1,lenticular
1580,PGC0034666,7,2,spiral
1581,PGC0034670,4,2,spiral
1582,PGC0034675,3,2,spiral
1583,PGC0034681,6,2,spiral
1584,PGC0034685,-5,0,elliptical
1585,PGC0034695,3,2,spiral
1586,PGC0034696,9,2,spiral
1587,PGC0034697,3,2,spiral
1588,PGC0034698,-3,1,lenticular
1589,PGC0034699,-3,1,lenticular
1590,PGC0034702,0,2,spiral
1591,PGC0034704,10,3,irregular
1592,PGC0034711,3,2,spiral
1593,PGC0034712,-2,1,lenticular
1594,PGC0034718,6,2,spiral
1595,PGC0034733,8,2,spiral
1596,PGC0034735,5,2,spiral
1597,PGC0034741,4,2,spiral
1598,PGC0034742,4,2,spiral
1599,PGC0034762,1,2,spiral
1600,PGC0034767,4,2,spiral
1601,PGC0034768,5,2,spiral
1602,PGC0034772,2,2,spiral
1603,PGC0034778,-2,1,lenticular
1604,PGC0034780,-5,0,elliptical
1605,PGC0034783,-5,0,elliptical
1606,PGC0034788,-3,1,lenticular
1607,PGC0034801,8,2,spiral
1608,PGC0034802,-1,1,lenticular
1609,PGC0034806,2,2,spiral
1610,PGC0034807,-5,0,elliptical
1611,PGC0034814,3,2,spiral
1612,PGC0034826,-2,1,lenticular
1613,PGC0034827,8,2,spiral
1614,PGC0034829,6,2,spiral
1615,PGC0034837,4,2,spiral
1616,PGC0034842,2,2,spiral
1617,PGC0034858,6,2,spiral
1618,PGC0034859,0,2,spiral
1619,PGC0034861,4,2,spiral
1620,PGC0034864,8,2,spiral
1621,PGC0034870,7,2,spiral
1622,PGC0034887,8,2,spiral
1623,PGC0034889,5,2,spiral
1624,PGC0034906,4,2,spiral
1625,PGC0034908,-2,1,lenticular
1626,PGC0034911,-1,1,lenticular
1627,PGC0034917,6,2,spiral
1628,PGC0034929,8,2,spiral
1629,PGC0034933,0,2,spiral
1630,PGC0034934,11,4,dwarf_elliptical
1631,PGC0034936,-3,1,lenticular
1632,PGC0034946,2,2,spiral
1633,PGC0034948,0,2,spiral
1634,PGC0034949,4,2,spiral
1635,PGC0034956,-3,1,lenticular
1636,PGC0034967,8,2,spiral
1637,PGC0034969,11,4,dwarf_elliptical
1638,PGC0034971,8,2,spiral
1639,PGC0034975,6,2,spiral
1640,PGC0034982,3,2,spiral
1641,PGC0034989,0,2,spiral
1642,PGC0034996,4,2,spiral
1643,PGC0035001,0,2,spiral
1644,PGC0035002,-1,1,lenticular
1645,PGC0035003,-2,1,lenticular
1646,PGC0035005,5,2,spiral
1647,PGC0035013,1,2,spiral
1648,PGC0035014,6,2,spiral
1649,PGC0035015,4,2,spiral
1650,PGC0035016,2,2,spiral
1651,PGC0035030,6,2,spiral
1652,PGC0035037,6,2,spiral
1653,PGC0035039,10,3,irregular
1654,PGC0035041,8,2,spiral
1655,PGC0035042,9,2,spiral
1656,PGC0035043,3,2,spiral
1657,PGC0035061,5,2,spiral
1658,PGC0035064,-1,1,lenticular
1659,PGC0035080,10,3,irregular
1660,PGC0035102,4,2,spiral
1661,PGC0035105,5,2,spiral
1662,PGC0035113,9,2,spiral
1663,PGC0035123,5,2,spiral
1664,PGC0035126,-5,0,elliptical
1665,PGC0035129,-2,1,lenticular
1666,PGC0035158,5,2,spiral
1667,PGC0035164,3,2,spiral
1668,PGC0035168,2,2,spiral
1669,PGC0035170,2,2,spiral
1670,PGC0035174,6,2,spiral
1671,PGC0035181,1,2,spiral
1672,PGC0035185,3,2,spiral
1673,PGC0035191,-2,1,lenticular
1674,PGC0035196,5,2,spiral
1675,PGC0035202,9,2,spiral
1676,PGC0035203,-3,1,lenticular
1677,PGC0035217,6,2,spiral
1678,PGC0035227,10,3,irregular
1679,PGC0035235,6,2,spiral
1680,PGC0035249,3,2,spiral
1681,PGC0035259,3,2,spiral
1682,PGC0035266,0,2,spiral
1683,PGC0035272,6,2,spiral
1684,PGC0035276,-1,1,lenticular
1685,PGC0035281,0,2,spiral
1686,PGC0035295,5,2,spiral
1687,PGC0035302,3,2,spiral
1688,PGC0035306,3,2,spiral
1689,PGC0035307,3,2,spiral
1690,PGC0035314,2,2,spiral
1691,PGC0035320,6,2,spiral
1692,PGC0035321,3,2,spiral
1693,PGC0035326,3,2,spiral
1694,PGC0035327,-3,1,lenticular
1695,PGC0035332,6,2,spiral
1696,PGC0035353,3,2,spiral
1697,PGC0035364,3,2,spiral
1698,PGC0035365,0,2,spiral
1699,PGC0035370,-3,1,lenticular
1700,PGC0035376,5,2,spiral
1701,PGC0035377,8,2,spiral
1702,PGC0035390,3,2,spiral
1703,PGC0035396,7,2,spiral
1704,PGC0035400,-3,1,lenticular
1705,PGC0035413,2,2,spiral
1706,PGC0035419,3,2,spiral
1707,PGC0035420,3,2,spiral
1708,PGC0035437,5,2,spiral
1709,PGC0035440,3,2,spiral
1710,PGC0035447,5,2,spiral
1711,PGC0035450,10,3,irregular
1712,PGC0035451,8,2,spiral
1713,PGC0035458,4,2,spiral
1714,PGC0035465,-3,1,lenticular
1715,PGC0035476,4,2,spiral
1716,PGC0035486,9,2,spiral
1717,PGC0035499,3,2,spiral
1718,PGC0035506,6,2,spiral
1719,PGC0035517,6,2,spiral
1720,PGC0035533,-3,1,lenticular
1721,PGC0035538,6,2,spiral
1722,PGC0035544,4,2,spiral
1723,PGC0035545,-1,1,lenticular
1724,PGC0035560,9,2,spiral
1725,PGC0035563,6,2,spiral
1726,PGC0035569,6,2,spiral
1727,PGC0035578,-3,1,lenticular
1728,PGC0035579,6,2,spiral
1729,PGC0035581,5,2,spiral
1730,PGC0035594,3,2,spiral
1731,PGC0035598,6,2,spiral
1732,PGC0035609,-3,1,lenticular
1733,PGC0035615,4,2,spiral
1734,PGC0035616,2,2,spiral
1735,PGC0035618,1,2,spiral
1736,PGC0035625,0,2,spiral
1737,PGC0035626,6,2,spiral
1738,PGC0035627,2,2,spiral
1739,PGC0035629,6,2,spiral
1740,PGC0035630,9,2,spiral
1741,PGC0035634,8,2,spiral
1742,PGC0035639,3,2,spiral
1743,PGC0035642,6,2,spiral
1744,PGC0035671,6,2,spiral
1745,PGC0035675,9,2,spiral
1746,PGC0035676,5,2,spiral
1747,PGC0035679,4,2,spiral
1748,PGC0035682,6,2,spiral
1749,PGC0035684,10,3,irregular
1750,PGC0035687,4,2,spiral
1751,PGC0035690,1,2,spiral
1752,PGC0035692,3,2,spiral
1753,PGC0035705,9,2,spiral
1754,PGC0035711,3,2,spiral
1755,PGC0035720,-5,0,elliptical
1756,PGC0035725,7,2,spiral
1757,PGC0035729,3,2,spiral
1758,PGC0035731,-5,0,elliptical
1759,PGC0035732,1,2,spiral
1760,PGC0035747,2,2,spiral
1761,PGC0035772,0,2,spiral
1762,PGC0035779,3,2,spiral
1763,PGC0035781,-3,1,lenticular
1764,PGC0035793,-5,0,elliptical
1765,PGC0035797,7,2,spiral
1766,PGC0035802,8,2,spiral
1767,PGC0035803,7,2,spiral
1768,PGC0035813,10,3,irregular
1769,PGC0035819,6,2,spiral
1770,PGC0035826,9,2,spiral
1771,PGC0035829,8,2,spiral
1772,PGC0035839,4,2,spiral
1773,PGC0035840,-3,1,lenticular
1774,PGC0035852,11,4,dwarf_elliptical
1775,PGC0035856,10,3,irregular
1776,PGC0035859,-1,1,lenticular
1777,PGC0035877,4,2,spiral
1778,PGC0035878,10,3,irregular
1779,PGC0035886,2,2,spiral
1780,PGC0035896,0,2,spiral
1781,PGC0035900,9,2,spiral
1782,PGC0035901,5,2,spiral
1783,PGC0035909,0,2,spiral
1784,PGC0035910,5,2,spiral
1785,PGC0035913,6,2,spiral
1786,PGC0035914,-2,1,lenticular
1787,PGC0035925,-5,0,elliptical
1788,PGC0035926,3,2,spiral
1789,PGC0035931,5,2,spiral
1790,PGC0035932,4,2,spiral
1791,PGC0035944,7,2,spiral
1792,PGC0035945,-3,1,lenticular
1793,PGC0035948,5,2,spiral
1794,PGC0035952,5,2,spiral
1795,PGC0035955,-3,1,lenticular
1796,PGC0035963,6,2,spiral
1797,PGC0035964,4,2,spiral
1798,PGC0035966,5,2,spiral
1799,PGC0035979,-1,1,lenticular
1800,PGC0035999,3,2,spiral
1801,PGC0036000,9,2,spiral
1802,PGC0036008,10,3,irregular
1803,PGC0036012,4,2,spiral
1804,PGC0036029,7,2,spiral
1805,PGC0036043,-1,1,lenticular
1806,PGC0036061,4,2,spiral
1807,PGC0036063,3,2,spiral
1808,PGC0036073,9,2,spiral
1809,PGC0036079,8,2,spiral
1810,PGC0036093,2,2,spiral
1811,PGC0036102,1,2,spiral
1812,PGC0036118,3,2,spiral
1813,PGC0036136,7,2,spiral
1814,PGC0036137,7,2,spiral
1815,PGC0036138,5,2,spiral
1816,PGC0036141,3,2,spiral
1817,PGC0036145,4,2,spiral
1818,PGC0036149,7,2,spiral
1819,PGC0036155,4,2,spiral
1820,PGC0036158,3,2,spiral
1821,PGC0036160,3,2,spiral
1822,PGC0036174,9,2,spiral
1823,PGC0036176,7,2,spiral
1824,PGC0036177,-4,0,elliptical
1825,PGC0036182,-2,1,lenticular
1826,PGC0036187,4,2,spiral
1827,PGC0036188,9,2,spiral
1828,PGC0036190,-3,1,lenticular
1829,PGC0036193,3,2,spiral
1830,PGC0036197,3,2,spiral
1831,PGC0036205,1,2,spiral
1832,PGC0036206,3,2,spiral
1833,PGC0036208,6,2,spiral
1834,PGC0036237,6,2,spiral
1835,PGC0036238,9,2,spiral
1836,PGC0036242,5,2,spiral
1837,PGC0036243,3,2,spiral
1838,PGC0036248,3,2,spiral
1839,PGC0036250,6,2,spiral
1840,PGC0036257,2,2,spiral
1841,PGC0036265,3,2,spiral
1842,PGC0036266,3,2,spiral
1843,PGC0036294,3,2,spiral
1844,PGC0036297,8,2,spiral
1845,PGC0036299,-1,1,lenticular
1846,PGC0036307,-3,1,lenticular
1847,PGC0036316,8,2,spiral
1848,PGC0036319,3,2,spiral
1849,PGC0036325,3,2,spiral
1850,PGC0036329,8,2,spiral
1851,PGC0036343,8,2,spiral
1852,PGC0036344,10,3,irregular
1853,PGC0036348,2,2,spiral
1854,PGC0036358,-3,1,lenticular
1855,PGC0036368,7,2,spiral
1856,PGC0036370,1,2,spiral
1857,PGC0036381,6,2,spiral
1858,PGC0036419,10,3,irregular
1859,PGC0036432,8,2,spiral
1860,PGC0036439,4,2,spiral
1861,PGC0036441,5,2,spiral
1862,PGC0036444,-5,0,elliptical
1863,PGC0036447,8,2,spiral
1864,PGC0036450,0,2,spiral
1865,PGC0036455,2,2,spiral
1866,PGC0036471,0,2,spiral
1867,PGC0036475,3,2,spiral
1868,PGC0036489,6,2,spiral
1869,PGC0036493,2,2,spiral
1870,PGC0036504,-5,0,elliptical
1871,PGC0036505,-2,1,lenticular
1872,PGC0036506,9,2,spiral
1873,PGC0036519,0,2,spiral
1874,PGC0036528,9,2,spiral
1875,PGC0036530,2,2,spiral
1876,PGC0036536,3,2,spiral
1877,PGC0036539,4,2,spiral
1878,PGC0036568,4,2,spiral
1879,PGC0036571,8,2,spiral
1880,PGC0036580,3,2,spiral
1881,PGC0036594,10,3,irregular
1882,PGC0036597,7,2,spiral
1883,PGC0036607,4,2,spiral
1884,PGC0036611,-3,1,lenticular
1885,PGC0036613,-3,1,lenticular
1886,PGC0036614,-3,1,lenticular
1887,PGC0036618,0,2,spiral
1888,PGC0036634,-2,1,lenticular
1889,PGC0036642,-1,1,lenticular
1890,PGC0036644,6,2,spiral
1891,PGC0036658,3,2,spiral
1892,PGC0036659,3,2,spiral
1893,PGC0036660,8,2,spiral
1894,PGC0036669,-2,1,lenticular
1895,PGC0036671,6,2,spiral
1896,PGC0036678,-3,1,lenticular
1897,PGC0036686,0,2,spiral
1898,PGC0036699,3,2,spiral
1899,PGC0036703,8,2,spiral
1900,PGC0036707,7,2,spiral
1901,PGC0036713,10,3,irregular
1902,PGC0036726,5,2,spiral
1903,PGC0036750,11,4,dwarf_elliptical
1904,PGC0036784,9,2,spiral
1905,PGC0036786,4,2,spiral
1906,PGC0036789,3,2,spiral
1907,PGC0036795,3,2,spiral
1908,PGC0036800,4,2,spiral
1909,PGC0036811,4,2,spiral
1910,PGC0036817,-3,1,lenticular
1911,PGC0036824,4,2,spiral
1912,PGC0036825,9,2,spiral
1913,PGC0036836,5,2,spiral
1914,PGC0036868,7,2,spiral
1915,PGC0036875,3,2,spiral
1916,PGC0036887,8,2,spiral
1917,PGC0036889,-3,1,lenticular
1918,PGC0036893,3,2,spiral
1919,PGC0036897,9,2,spiral
1920,PGC0036899,9,2,spiral
1921,PGC0036902,5,2,spiral
1922,PGC0036903,9,2,spiral
1923,PGC0036907,1,2,spiral
1924,PGC0036921,0,2,spiral
1925,PGC0036928,2,2,spiral
1926,PGC0036930,7,2,spiral
1927,PGC0036941,-3,1,lenticular
1928,PGC0036944,-1,1,lenticular
1929,PGC0036950,-1,1,lenticular
1930,PGC0036951,6,2,spiral
1931,PGC0036953,9,2,spiral
1932,PGC0036962,3,2,spiral
1933,PGC0036966,-5,0,elliptical
1934,PGC0036969,-3,1,lenticular
1935,PGC0036973,7,2,spiral
1936,PGC0036988,7,2,spiral
1937,PGC0036998,4,2,spiral
1938,PGC0037004,4,2,spiral
1939,PGC0037010,3,2,spiral
1940,PGC0037014,3,2,spiral
1941,PGC0037016,-2,1,lenticular
1942,PGC0037022,0,2,spiral
1943,PGC0037023,8,2,spiral
1944,PGC0037024,8,2,spiral
1945,PGC0037029,8,2,spiral
1946,PGC0037036,6,2,spiral
1947,PGC0037037,9,2,spiral
1948,PGC0037047,3,2,spiral
1949,PGC0037050,10,3,irregular
1950,PGC0037063,0,2,spiral
1951,PGC0037072,-2,1,lenticular
1952,PGC0037073,-3,1,lenticular
1953,PGC0037088,4,2,spiral
1954,PGC0037091,4,2,spiral
1955,PGC0037093,-2,1,lenticular
1956,PGC0037100,0,2,spiral
1957,PGC0037103,3,2,spiral
1958,PGC0037104,-4,0,elliptical
1959,PGC0037105,-5,0,elliptical
1960,PGC0037125,5,2,spiral
1961,PGC0037132,7,2,spiral
1962,PGC0037136,-1,1,lenticular
1963,PGC0037147,4,2,spiral
1964,PGC0037160,-2,1,lenticular
1965,PGC0037164,9,2,spiral
1966,PGC0037202,10,3,irregular
1967,PGC0037208,8,2,spiral
1968,PGC0037217,10,3,irregular
1969,PGC0037222,6,2,spiral
1970,PGC0037229,5,2,spiral
1971,PGC0037235,-1,1,lenticular
1972,PGC0037236,8,2,spiral
1973,PGC0037258,0,2,spiral
1974,PGC0037259,7,2,spiral
1975,PGC0037276,6,2,spiral
1976,PGC0037290,3,2,spiral
1977,PGC0037298,3,2,spiral
1978,PGC0037306,3,2,spiral
1979,PGC0037308,6,2,spiral
1980,PGC0037321,4,2,spiral
1981,PGC0037336,9,2,spiral
1982,PGC0037339,-1,1,lenticular
1983,PGC0037352,4,2,spiral
1984,PGC0037358,1,2,spiral
1985,PGC0037374,7,2,spiral
1986,PGC0037380,4,2,spiral
1987,PGC0037386,5,2,spiral
1988,PGC0037400,3,2,spiral
1989,PGC0037407,10,3,irregular
1990,PGC0037418,8,2,spiral
1991,PGC0037419,6,2,spiral
1992,PGC0037429,5,2,spiral
1993,PGC0037430,-3,1,lenticular
1994,PGC0037434,0,2,spiral
1995,PGC0037438,7,2,spiral
1996,PGC0037444,6,2,spiral
1997,PGC0037449,10,3,irregular
1998,PGC0037466,5,2,spiral
1999,PGC0037480,4,2,spiral
2000,PGC0037483,2,2,spiral
2001,PGC0037488,-2,1,lenticular
2002,PGC0037497,4,2,spiral
2003,PGC0037501,5,2,spiral
2004,PGC0037502,3,2,spiral
2005,PGC0037506,-3,1,lenticular
2006,PGC0037515,8,2,spiral
2007,PGC0037520,3,2,spiral
2008,PGC0037521,4,2,spiral
2009,PGC0037525,7,2,spiral
2010,PGC0037532,5,2,spiral
2011,PGC0037542,6,2,spiral
2012,PGC0037544,1,2,spiral
2013,PGC0037548,6,2,spiral
2014,PGC0037553,9,2,spiral
2015,PGC0037554,8,2,spiral
2016,PGC0037556,8,2,spiral
2017,PGC0037559,-2,1,lenticular
2018,PGC0037584,7,2,spiral
2019,PGC0037589,7,2,spiral
2020,PGC0037598,9,2,spiral
2021,PGC0037613,9,2,spiral
2022,PGC0037614,4,2,spiral
2023,PGC0037616,3,2,spiral
2024,PGC0037617,5,2,spiral
2025,PGC0037618,-2,1,lenticular
2026,PGC0037624,6,2,spiral
2027,PGC0037642,-5,0,elliptical
2028,PGC0037651,2,2,spiral
2029,PGC0037655,-5,0,elliptical
2030,PGC0037665,-3,1,lenticular
2031,PGC0037673,-3,1,lenticular
2032,PGC0037678,4,2,spiral
2033,PGC0037682,8,2,spiral
2034,PGC0037686,4,2,spiral
2035,PGC0037689,8,2,spiral
2036,PGC0037691,3,2,spiral
2037,PGC0037692,7,2,spiral
2038,PGC0037693,0,2,spiral
2039,PGC0037695,2,2,spiral
2040,PGC0037697,6,2,spiral
2041,PGC0037700,9,2,spiral
2042,PGC0037708,4,2,spiral
2043,PGC0037710,8,2,spiral
2044,PGC0037719,2,2,spiral
2045,PGC0037721,2,2,spiral
2046,PGC0037722,10,3,irregular
2047,PGC0037735,7,2,spiral
2048,PGC0037737,8,2,spiral
2049,PGC0037738,7,2,spiral
2050,PGC0037745,0,2,spiral
2051,PGC0037757,-5,0,elliptical
2052,PGC0037760,-2,1,lenticular
2053,PGC0037764,8,2,spiral
2054,PGC0037778,-3,1,lenticular
2055,PGC0037784,3,2,spiral
2056,PGC0037791,5,2,spiral
2057,PGC0037809,8,2,spiral
2058,PGC0037810,7,2,spiral
2059,PGC0037816,1,2,spiral
2060,PGC0037832,9,2,spiral
2061,PGC0037839,4,2,spiral
2062,PGC0037844,-3,1,lenticular
2063,PGC0037845,3,2,spiral
2064,PGC0037861,8,2,spiral
2065,PGC0037883,7,2,spiral
2066,PGC0037889,10,3,irregular
2067,PGC0037893,10,3,irregular
2068,PGC0037905,-2,1,lenticular
2069,PGC0037912,9,2,spiral
2070,PGC0037914,9,2,spiral
2071,PGC0037916,-6,0,elliptical
2072,PGC0037927,10,3,irregular
2073,PGC0037928,7,2,spiral
2074,PGC0037930,-1,1,lenticular
2075,PGC0037933,4,2,spiral
2076,PGC0037940,9,2,spiral
2077,PGC0037943,-2,1,lenticular
2078,PGC0037949,4,2,spiral
2079,PGC0037951,9,2,spiral
2080,PGC0037971,5,2,spiral
2081,PGC0037999,3,2,spiral
2082,PGC0038010,0,2,spiral
2083,PGC0038012,2,2,spiral
2084,PGC0038014,9,2,spiral
2085,PGC0038018,-5,0,elliptical
2086,PGC0038024,5,2,spiral
2087,PGC0038031,3,2,spiral
2088,PGC0038033,-2,1,lenticular
2089,PGC0038036,5,2,spiral
2090,PGC0038552,4,2,spiral
2091,PGC0038565,-3,1,lenticular
2092,PGC0038567,8,2,spiral
2093,PGC0038572,10,3,irregular
2094,PGC0038582,2,2,spiral
2095,PGC0038585,2,2,spiral
2096,PGC0038601,3,2,spiral
2097,PGC0038603,-5,0,elliptical
2098,PGC0038613,1,2,spiral
2099,PGC0038619,5,2,spiral
2100,PGC0038624,11,4,dwarf_elliptical
2101,PGC0038643,0,2,spiral
2102,PGC0038645,9,2,spiral
2103,PGC0038654,-2,1,lenticular
2104,PGC0038665,4,2,spiral
2105,PGC0038669,7,2,spiral
2106,PGC0038674,10,3,irregular
2107,PGC0038677,4,2,spiral
2108,PGC0038680,8,2,spiral
2109,PGC0038682,3,2,spiral
2110,PGC0038684,11,4,dwarf_elliptical
2111,PGC0038687,3,2,spiral
2112,PGC0038688,8,2,spiral
2113,PGC0038690,4,2,spiral
2114,PGC0038692,10,3,irregular
2115,PGC0038693,6,2,spiral
2116,PGC0038704,0,2,spiral
2117,PGC0038706,6,2,spiral
2118,PGC0038718,-2,1,lenticular
2119,PGC0038720,2,2,spiral
2120,PGC0038739,2,2,spiral
2121,PGC0038740,-3,1,lenticular
2122,PGC0038746,4,2,spiral
2123,PGC0038749,3,2,spiral
2124,PGC0038773,3,2,spiral
2125,PGC0038778,9,2,spiral
2126,PGC0038781,10,3,irregular
2127,PGC0038793,10,3,irregular
2128,PGC0038794,-4,0,elliptical
2129,PGC0038795,3,2,spiral
2130,PGC0038803,9,2,spiral
2131,PGC0038811,9,2,spiral
2132,PGC0038815,9,2,spiral
2133,PGC0038820,-1,1,lenticular
2134,PGC0038822,10,3,irregular
2135,PGC0038848,4,2,spiral
2136,PGC0038852,4,2,spiral
2137,PGC0038858,6,2,spiral
2138,PGC0038881,10,3,irregular
2139,PGC0038885,4,2,spiral
2140,PGC0038888,8,2,spiral
2141,PGC0038890,-5,0,elliptical
2142,PGC0038905,10,3,irregular
2143,PGC0038916,5,2,spiral
2144,PGC0038921,-6,0,elliptical
2145,PGC0038933,7,2,spiral
2146,PGC0038935,6,2,spiral
2147,PGC0038943,7,2,spiral
2148,PGC0038945,9,2,spiral
2149,PGC0038946,3,2,spiral
2150,PGC0038950,-2,1,lenticular
2151,PGC0038951,10,3,irregular
2152,PGC0038964,3,2,spiral
2153,PGC0038988,7,2,spiral
2154,PGC0039002,8,2,spiral
2155,PGC0039004,-1,1,lenticular
2156,PGC0039014,5,2,spiral
2157,PGC0039017,7,2,spiral
2158,PGC0039023,10,3,irregular
2159,PGC0039025,5,2,spiral
2160,PGC0039028,3,2,spiral
2161,PGC0039034,-5,0,elliptical
2162,PGC0039040,4,2,spiral
2163,PGC0039053,-3,1,lenticular
2164,PGC0039058,10,3,irregular
2165,PGC0039067,9,2,spiral
2166,PGC0039068,0,2,spiral
2167,PGC0039073,8,2,spiral
2168,PGC0039082,7,2,spiral
2169,PGC0039090,1,2,spiral
2170,PGC0039092,-5,0,elliptical
2171,PGC0039099,1,2,spiral
2172,PGC0039113,10,3,irregular
2173,PGC0039114,7,2,spiral
2174,PGC0039122,4,2,spiral
2175,PGC0039124,-3,1,lenticular
2176,PGC0039138,2,2,spiral
2177,PGC0039142,9,2,spiral
2178,PGC0039145,10,3,irregular
2179,PGC0039150,9,2,spiral
2180,PGC0039152,5,2,spiral
2181,PGC0039158,-2,1,lenticular
2182,PGC0039160,-2,1,lenticular
2183,PGC0039170,8,2,spiral
2184,PGC0039183,5,2,spiral
2185,PGC0039184,5,2,spiral
2186,PGC0039188,3,2,spiral
2187,PGC0039191,10,3,irregular
2188,PGC0039203,7,2,spiral
2189,PGC0039211,9,2,spiral
2190,PGC0039215,11,4,dwarf_elliptical
2191,PGC0039224,3,2,spiral
2192,PGC0039225,9,2,spiral
2193,PGC0039233,7,2,spiral
2194,PGC0039237,9,2,spiral
2195,PGC0039241,3,2,spiral
2196,PGC0039245,4,2,spiral
2197,PGC0039246,2,2,spiral
2198,PGC0039251,-2,1,lenticular
2199,PGC0039256,11,4,dwarf_elliptical
2200,PGC0039265,10,3,irregular
2201,PGC0039266,0,2,spiral
2202,PGC0039275,3,2,spiral
2203,PGC0039280,6,2,spiral
2204,PGC0039285,1,2,spiral
2205,PGC0039308,6,2,spiral
2206,PGC0039312,3,2,spiral
2207,PGC0039316,10,3,irregular
2208,PGC0039321,7,2,spiral
2209,PGC0039328,1,2,spiral
2210,PGC0039329,-2,1,lenticular
2211,PGC0039335,-3,1,lenticular
2212,PGC0039344,7,2,spiral
2213,PGC0039348,4,2,spiral
2214,PGC0039353,4,2,spiral
2215,PGC0039354,4,2,spiral
2216,PGC0039366,7,2,spiral
2217,PGC0039380,10,3,irregular
2218,PGC0039384,-2,1,lenticular
2219,PGC0039388,9,2,spiral
2220,PGC0039389,0,2,spiral
2221,PGC0039390,6,2,spiral
2222,PGC0039393,3,2,spiral
2223,PGC0039397,11,4,dwarf_elliptical
2224,PGC0039412,-1,1,lenticular
2225,PGC0039418,2,2,spiral
2226,PGC0039422,7,2,spiral
2227,PGC0039423,9,2,spiral
2228,PGC0039431,10,3,irregular
2229,PGC0039461,9,2,spiral
2230,PGC0039466,4,2,spiral
2231,PGC0039474,8,2,spiral
2232,PGC0039479,5,2,spiral
2233,PGC0039480,0,2,spiral
2234,PGC0039483,6,2,spiral
2235,PGC0039493,2,2,spiral
2236,PGC0039495,4,2,spiral
2237,PGC0039497,4,2,spiral
2238,PGC0039503,11,4,dwarf_elliptical
2239,PGC0039537,7,2,spiral
2240,PGC0039568,1,2,spiral
2241,PGC0039578,3,2,spiral
2242,PGC0039580,6,2,spiral
2243,PGC0039587,-3,1,lenticular
2244,PGC0039592,-3,1,lenticular
2245,PGC0039600,3,2,spiral
2246,PGC0039601,4,2,spiral
2247,PGC0039613,9,2,spiral
2248,PGC0039615,10,3,irregular
2249,PGC0039624,1,2,spiral
2250,PGC0039628,10,3,irregular
2251,PGC0039635,5,2,spiral
2252,PGC0039656,1,2,spiral
2253,PGC0039657,-2,1,lenticular
2254,PGC0039659,-5,0,elliptical
2255,PGC0039676,-1,1,lenticular
2256,PGC0039680,-1,1,lenticular
2257,PGC0039683,-5,0,elliptical
2258,PGC0039687,-1,1,lenticular
2259,PGC0039695,-6,0,elliptical
2260,PGC0039697,7,2,spiral
2261,PGC0039699,0,2,spiral
2262,PGC0039704,7,2,spiral
2263,PGC0039705,4,2,spiral
2264,PGC0039708,11,4,dwarf_elliptical
2265,PGC0039710,-3,1,lenticular
2266,PGC0039712,-1,1,lenticular
2267,PGC0039714,3,2,spiral
2268,PGC0039718,-2,1,lenticular
2269,PGC0039719,-3,1,lenticular
2270,PGC0039738,3,2,spiral
2271,PGC0039753,3,2,spiral
2272,PGC0039759,-2,1,lenticular
2273,PGC0039775,4,2,spiral
2274,PGC0039785,10,3,irregular
2275,PGC0039794,6,2,spiral
2276,PGC0039799,10,3,irregular
2277,PGC0039819,7,2,spiral
2278,PGC0039832,8,2,spiral
2279,PGC0039840,9,2,spiral
2280,PGC0039859,3,2,spiral
2281,PGC0039864,10,3,irregular
2282,PGC0039886,4,2,spiral
2283,PGC0039892,5,2,spiral
2284,PGC0039897,-3,1,lenticular
2285,PGC0039902,8,2,spiral
2286,PGC0039918,10,3,irregular
2287,PGC0039919,3,2,spiral
2288,PGC0039925,7,2,spiral
2289,PGC0039943,-1,1,lenticular
2290,PGC0039950,3,2,spiral
2291,PGC0039953,-3,1,lenticular
2292,PGC0039964,3,2,spiral
2293,PGC0039965,11,4,dwarf_elliptical
2294,PGC0039968,9,2,spiral
2295,PGC0039974,5,2,spiral
2296,PGC0039999,10,3,irregular
2297,PGC0040002,11,4,dwarf_elliptical
2298,PGC0040004,9,2,spiral
2299,PGC0040005,10,3,irregular
2300,PGC0040014,10,3,irregular
2301,PGC0040015,3,2,spiral
2302,PGC0040026,9,2,spiral
2303,PGC0040030,5,2,spiral
2304,PGC0040031,-3,1,lenticular
2305,PGC0040032,11,4,dwarf_elliptical
2306,PGC0040033,5,2,spiral
2307,PGC0040034,8,2,spiral
2308,PGC0040051,0,2,spiral
2309,PGC0040068,11,4,dwarf_elliptical
2310,PGC0040078,1,2,spiral
2311,PGC0040095,5,2,spiral
2312,PGC0040105,4,2,spiral
2313,PGC0040111,8,2,spiral
2314,PGC0040119,5,2,spiral
2315,PGC0040122,-6,0,elliptical
2316,PGC0040128,10,3,irregular
2317,PGC0040133,3,2,spiral
2318,PGC0040145,4,2,spiral
2319,PGC0040147,8,2,spiral
2320,PGC0040153,3,2,spiral
2321,PGC0040169,-5,0,elliptical
2322,PGC0040171,11,4,dwarf_elliptical
2323,PGC0040201,6,2,spiral
2324,PGC0040209,11,4,dwarf_elliptical
2325,PGC0040218,2,2,spiral
2326,PGC0040228,-2,1,lenticular
2327,PGC0040250,6,2,spiral
2328,PGC0040251,3,2,spiral
2329,PGC0040252,-1,1,lenticular
